# Single SKU Max Power Table
#    |        |# |   OFDM 6 ~ 54      |  |                  HT20 MCS 0 ~ 15           |  |                 HT40 MCS 0 ~ 15            |
ch58 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 14 14
ch60 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 14 14
ch62 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 14 14
ch64 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 14 14
ch100 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 14 14
ch102 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 14 14
ch104 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 14 14
ch106 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 14 14
ch108 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14 14 14 14 14 14 14 14 14
ch110 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14 14 14 14 14 14 14 14 14
ch112 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14 14 14 14 14 14 14 14 14
ch114 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14 14 14 14 14 14 14 14 14
ch116 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14
ch118 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14
ch120 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14
ch122 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14
ch124 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14
ch126 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14
ch128 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14
ch130 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14
ch132 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14
ch134 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14
ch136 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14
ch138 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14
ch140 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14
ch149 17 17 17 17 17 17 17 17 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 14 14
ch151 17 17 17 17 17 17 17 17 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 14 14
ch153 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 14 14
ch155 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 14 14
ch157 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14 14 14 14 14 14 14 14 14
ch159 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14 14 14 14 14 14 14 14 14
ch161 17 17 17 17 17 17 17 17 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 14 14 14 14 14 14 14 14 14 14
# End of Single SKU Table## 
